,path,label,landmarks
0,../Assets/Hand_Images/5/63.jpg,5,"[[0.7685490846633911, 0.813652753829956], [0.8678680658340454, 0.683283269405365], [0.8314493894577026, 0.5285590291023254], [0.7189271450042725, 0.41904371976852417], [0.5614944696426392, 0.3714517056941986], [0.7181631326675415, 0.4723077714443207], [0.6532319784164429, 0.3699265718460083], [0.5944417715072632, 0.3131992220878601], [0.5344522595405579, 0.2626338601112366], [0.6017628312110901, 0.4905090928077698], [0.5247917175292969, 0.39055970311164856], [0.46804213523864746, 0.3186800479888916], [0.42005619406700134, 0.2545805275440216], [0.5014417767524719, 0.5316526889801025], [0.4151865243911743, 0.43208545446395874], [0.3649641275405884, 0.35788586735725403], [0.31336700916290283, 0.2907939553260803], [0.40448033809661865, 0.5893909931182861], [0.33377793431282043, 0.5032461881637573], [0.29702407121658325, 0.4406306743621826], [0.26297274231910706, 0.3755705952644348]]"
1,../Assets/Hand_Images/5/77.jpg,5,"[[0.6580538749694824, 0.8211287260055542], [0.7254045009613037, 0.6685912609100342], [0.7165535092353821, 0.5251362919807434], [0.6063559651374817, 0.4265506863594055], [0.47015246748924255, 0.3715679347515106], [0.751073956489563, 0.4595701992511749], [0.6446144580841064, 0.3515569865703583], [0.5330673456192017, 0.29596877098083496], [0.42668023705482483, 0.2467745542526245], [0.6285158395767212, 0.48482292890548706], [0.5222140550613403, 0.3751571774482727], [0.4116431474685669, 0.304747074842453], [0.3122203052043915, 0.24788206815719604], [0.5170069932937622, 0.5206024050712585], [0.4206008315086365, 0.40852779150009155], [0.3306729197502136, 0.3383646011352539], [0.24910524487495422, 0.28137898445129395], [0.4070286154747009, 0.5561442971229553], [0.3328481912612915, 0.4601888358592987], [0.27646616101264954, 0.3966195583343506], [0.22491958737373352, 0.3336562216281891]]"
2,../Assets/Hand_Images/5/88.jpg,5,"[[0.5847662091255188, 0.8176946640014648], [0.593711793422699, 0.6663310527801514], [0.601569652557373, 0.5263257622718811], [0.5359753966331482, 0.4295264184474945], [0.4478659927845001, 0.35016149282455444], [0.7941538095474243, 0.46169257164001465], [0.6554646492004395, 0.34250861406326294], [0.5203462839126587, 0.28515976667404175], [0.410450279712677, 0.23779025673866272], [0.6708145141601562, 0.48459768295288086], [0.5365585088729858, 0.3582388758659363], [0.40462249517440796, 0.29279762506484985], [0.30045199394226074, 0.24265426397323608], [0.5478260517120361, 0.5093913674354553], [0.44376781582832336, 0.386211097240448], [0.3406192660331726, 0.32498589158058167], [0.26153939962387085, 0.2726222276687622], [0.44880735874176025, 0.5284319519996643], [0.37019720673561096, 0.44515490531921387], [0.3081374168395996, 0.4014231860637665], [0.25675809383392334, 0.3581668734550476]]"
3,../Assets/Hand_Images/5/89.jpg,5,"[[0.5765401721000671, 0.8160768747329712], [0.5837799310684204, 0.650391697883606], [0.5935092568397522, 0.5081014037132263], [0.5339647531509399, 0.41429710388183594], [0.4483243227005005, 0.34250199794769287], [0.8036866188049316, 0.4633324444293976], [0.6553630232810974, 0.343404084444046], [0.5105649828910828, 0.2857048511505127], [0.3970177173614502, 0.242580384016037], [0.6823428869247437, 0.4898540675640106], [0.5393280386924744, 0.3658826947212219], [0.3967183232307434, 0.2990502119064331], [0.28119879961013794, 0.2505810260772705], [0.5608642101287842, 0.5129384398460388], [0.44516822695732117, 0.3999059498310089], [0.329562783241272, 0.3415635824203491], [0.24199500679969788, 0.2894256114959717], [0.46193915605545044, 0.5306361317634583], [0.38592755794525146, 0.4518857002258301], [0.3165256977081299, 0.41238051652908325], [0.2586061656475067, 0.3707892596721649]]"
4,../Assets/Hand_Images/5/76.jpg,5,"[[0.6605743765830994, 0.8207754492759705], [0.723854660987854, 0.6673707962036133], [0.717052698135376, 0.5219016075134277], [0.5988129377365112, 0.4181898832321167], [0.47311094403266907, 0.36554044485092163], [0.7386568784713745, 0.4614640772342682], [0.6455224752426147, 0.35359346866607666], [0.5482496023178101, 0.2967313528060913], [0.46302491426467896, 0.2460949718952179], [0.6119861006736755, 0.4842390716075897], [0.507520318031311, 0.37727296352386475], [0.41113290190696716, 0.3090890645980835], [0.3236440420150757, 0.2464914619922638], [0.4962944984436035, 0.5209701657295227], [0.3966809809207916, 0.41588157415390015], [0.3166714906692505, 0.351551353931427], [0.24534541368484497, 0.2937171459197998], [0.39752042293548584, 0.5661832690238953], [0.3216773271560669, 0.4711223542690277], [0.2707664370536804, 0.4115036129951477], [0.22994470596313477, 0.3528153896331787]]"
5,../Assets/Hand_Images/5/62.jpg,5,"[[0.7912758588790894, 0.8228975534439087], [0.8784037828445435, 0.6787397861480713], [0.8359770774841309, 0.5286339521408081], [0.7057997584342957, 0.4281561076641083], [0.5558555126190186, 0.38899514079093933], [0.710868239402771, 0.46413692831993103], [0.6471192836761475, 0.363461971282959], [0.5950013995170593, 0.31065574288368225], [0.5454469323158264, 0.26117169857025146], [0.5922741889953613, 0.48418906331062317], [0.5225504040718079, 0.38586410880088806], [0.4716683626174927, 0.320920467376709], [0.42822015285491943, 0.26049625873565674], [0.49304214119911194, 0.53037029504776], [0.410802960395813, 0.43088096380233765], [0.3595143258571625, 0.3629075288772583], [0.3102412223815918, 0.3022337555885315], [0.40353459119796753, 0.5952874422073364], [0.3306427597999573, 0.5091682076454163], [0.28974616527557373, 0.444231778383255], [0.25611844658851624, 0.37961524724960327]]"
6,../Assets/Hand_Images/5/74.jpg,5,"[[0.688880205154419, 0.8230090141296387], [0.7699399590492249, 0.6814481616020203], [0.7568038702011108, 0.5298317670822144], [0.6328955292701721, 0.41721922159194946], [0.48396632075309753, 0.3696892261505127], [0.7318515181541443, 0.46066558361053467], [0.6438223719596863, 0.3552210330963135], [0.5471053123474121, 0.3010920584201813], [0.4539721608161926, 0.25183582305908203], [0.614689290523529, 0.4807698726654053], [0.5157729983329773, 0.3738486170768738], [0.4240042567253113, 0.3053804636001587], [0.343674898147583, 0.24106508493423462], [0.5106125473976135, 0.5192820429801941], [0.4141446650028229, 0.41291099786758423], [0.34101930260658264, 0.3411886692047119], [0.27471795678138733, 0.27946895360946655], [0.4099944829940796, 0.5662941932678223], [0.33819136023521423, 0.47630003094673157], [0.28902965784072876, 0.41465693712234497], [0.24373117089271545, 0.35413968563079834]]"
7,../Assets/Hand_Images/5/60.jpg,5,"[[0.7961828708648682, 0.8205292224884033], [0.886784553527832, 0.6739766001701355], [0.8392760753631592, 0.5236499905586243], [0.710675060749054, 0.42619454860687256], [0.5628273487091064, 0.3926066756248474], [0.7005035877227783, 0.4694210886955261], [0.6391172409057617, 0.3692789375782013], [0.5938445329666138, 0.314558744430542], [0.5573099851608276, 0.26645323634147644], [0.5830413103103638, 0.4884990155696869], [0.5164848566055298, 0.39084452390670776], [0.4737652838230133, 0.3257511854171753], [0.44688794016838074, 0.26853618025779724], [0.48555710911750793, 0.5321718454360962], [0.4083763659000397, 0.4349391460418701], [0.36587297916412354, 0.3631524443626404], [0.33313947916030884, 0.30103176832199097], [0.39866793155670166, 0.5950703024864197], [0.3298283815383911, 0.5115628838539124], [0.2922363877296448, 0.44683581590652466], [0.26633307337760925, 0.3832103908061981]]"
8,../Assets/Hand_Images/5/48.jpg,5,"[[0.7924991846084595, 0.778531551361084], [0.8897832632064819, 0.6351609230041504], [0.8324694633483887, 0.49731582403182983], [0.7227393984794617, 0.40369659662246704], [0.5846948623657227, 0.3826598823070526], [0.6717431545257568, 0.46297597885131836], [0.6232581734657288, 0.3671320080757141], [0.605760395526886, 0.3096277415752411], [0.5957216620445251, 0.25556695461273193], [0.5711506605148315, 0.47812145948410034], [0.5248369574546814, 0.37372708320617676], [0.5223262310028076, 0.3060285151004791], [0.5394222736358643, 0.24333485960960388], [0.48291102051734924, 0.513242244720459], [0.41896340250968933, 0.4075234532356262], [0.4018618166446686, 0.33004605770111084], [0.4057692885398865, 0.26043081283569336], [0.40072035789489746, 0.5660598278045654], [0.3434220850467682, 0.47757771611213684], [0.3166799545288086, 0.4105013608932495], [0.30707117915153503, 0.3452303409576416]]"
9,../Assets/Hand_Images/5/49.jpg,5,"[[0.7890219688415527, 0.7744303941726685], [0.8868333101272583, 0.6379690170288086], [0.8346862196922302, 0.4988337755203247], [0.7207674980163574, 0.4058074653148651], [0.5781958103179932, 0.38273483514785767], [0.6759999394416809, 0.4610949754714966], [0.6300308108329773, 0.364627867937088], [0.6064041256904602, 0.3027365207672119], [0.5865532755851746, 0.24309462308883667], [0.5706813335418701, 0.4780808687210083], [0.5272394418716431, 0.37612494826316833], [0.5134889483451843, 0.30627018213272095], [0.5188114643096924, 0.23899158835411072], [0.48065775632858276, 0.5149558782577515], [0.42191576957702637, 0.4132477343082428], [0.40398329496383667, 0.33537957072257996], [0.4063626825809479, 0.26409950852394104], [0.3933299779891968, 0.5684115886688232], [0.3386090099811554, 0.48042547702789307], [0.3114220201969147, 0.41424450278282166], [0.30210962891578674, 0.35007745027542114]]"
