,path,label,landmarks
0,Hand_Images/2/63.jpg,2,"[[0.8188695907592773, 0.860763669013977], [0.9188764095306396, 0.7146849036216736], [0.8783432245254517, 0.54124915599823], [0.7551082372665405, 0.41775041818618774], [0.6700693368911743, 0.32429343461990356], [0.7658852934837341, 0.49056050181388855], [0.6904957890510559, 0.38184425234794617], [0.6441918015480042, 0.29529374837875366], [0.5987969636917114, 0.2249017357826233], [0.6158756613731384, 0.4983084797859192], [0.5016257762908936, 0.37734949588775635], [0.4094826579093933, 0.28630608320236206], [0.32969123125076294, 0.20810246467590332], [0.5044852495193481, 0.5379183888435364], [0.333432137966156, 0.42459017038345337], [0.22281691431999207, 0.3527000844478607], [0.12551537156105042, 0.2873295247554779], [0.4120599925518036, 0.6111440062522888], [0.22657406330108643, 0.5426552891731262], [0.11264151334762573, 0.4977540969848633], [0.020568013191223145, 0.45055463910102844]]"
1,Hand_Images/2/77.jpg,2,"[[0.8002949953079224, 0.8501233458518982], [0.9255944490432739, 0.6666151881217957], [0.8554033041000366, 0.5279760956764221], [0.7440289855003357, 0.4373324513435364], [0.6666016578674316, 0.37336087226867676], [0.6551408767700195, 0.4980488717556], [0.600599467754364, 0.40057218074798584], [0.6219878792762756, 0.3320603370666504], [0.659069299697876, 0.27976250648498535], [0.5376025438308716, 0.5069825649261475], [0.4537646174430847, 0.3874436616897583], [0.430845707654953, 0.30462345480918884], [0.42363274097442627, 0.23095688223838806], [0.4400424063205719, 0.532720685005188], [0.3044017553329468, 0.4047777056694031], [0.23627614974975586, 0.3137702941894531], [0.18369850516319275, 0.23635578155517578], [0.359624981880188, 0.5793539881706238], [0.2139623463153839, 0.4774899482727051], [0.12061548233032227, 0.40623268485069275], [0.040114641189575195, 0.3399743437767029]]"
2,Hand_Images/2/162.jpg,2,"[[0.7194453477859497, 0.8696396350860596], [0.5406302213668823, 0.7532055377960205], [0.4482014775276184, 0.5747346878051758], [0.4214377999305725, 0.4275507628917694], [0.3597111105918884, 0.3116399943828583], [0.6994353532791138, 0.43562471866607666], [0.5439300537109375, 0.2843420207500458], [0.3905945420265198, 0.23893630504608154], [0.2670942544937134, 0.2188643515110016], [0.6858312487602234, 0.4688725769519806], [0.527593195438385, 0.32415640354156494], [0.336028128862381, 0.2833843231201172], [0.20081827044487, 0.2775943875312805], [0.6443549394607544, 0.5129886269569397], [0.5142201781272888, 0.3862646818161011], [0.36115220189094543, 0.3531526029109955], [0.2610229551792145, 0.3486836850643158], [0.6004113554954529, 0.544688880443573], [0.511482298374176, 0.46395206451416016], [0.4098455309867859, 0.443554550409317], [0.34122928977012634, 0.4327467679977417]]"
3,Hand_Images/2/176.jpg,2,"[[0.7836683392524719, 0.8704222440719604], [0.45826372504234314, 0.7957070469856262], [0.34514257311820984, 0.6173505187034607], [0.31769344210624695, 0.4612552225589752], [0.2743740975856781, 0.32614487409591675], [0.5971786975860596, 0.46130773425102234], [0.43947067856788635, 0.28100383281707764], [0.33653587102890015, 0.21702030301094055], [0.2591366171836853, 0.1549157202243805], [0.7064430713653564, 0.473553329706192], [0.4672267436981201, 0.31235477328300476], [0.24409779906272888, 0.28746461868286133], [0.07787472009658813, 0.3069586753845215], [0.7324919700622559, 0.491790771484375], [0.5004754066467285, 0.3602796196937561], [0.30582475662231445, 0.36571770906448364], [0.17750659584999084, 0.3843711018562317], [0.7375652194023132, 0.5025998950004578], [0.5534787774085999, 0.4473763704299927], [0.41762083768844604, 0.4571340084075928], [0.3219743072986603, 0.4843418598175049]]"
4,Hand_Images/2/88.jpg,2,"[[0.7646427750587463, 0.8826032876968384], [0.8962910175323486, 0.6855012774467468], [0.8087780475616455, 0.5509123206138611], [0.6961997151374817, 0.4600318670272827], [0.6207302808761597, 0.3831557035446167], [0.610946774482727, 0.5107706785202026], [0.5607649683952332, 0.40707269310951233], [0.5685955882072449, 0.3493536114692688], [0.5825811624526978, 0.300689697265625], [0.5194876790046692, 0.5268715023994446], [0.434169739484787, 0.40346115827560425], [0.4059554934501648, 0.337584912776947], [0.39333951473236084, 0.27387934923171997], [0.4436701536178589, 0.5484694838523865], [0.3492250442504883, 0.4116610288619995], [0.29015064239501953, 0.3250531554222107], [0.234010249376297, 0.24865171313285828], [0.3847898244857788, 0.5761675834655762], [0.29871565103530884, 0.4508432447910309], [0.25043192505836487, 0.3701329529285431], [0.20242804288864136, 0.2921827435493469]]"
5,Hand_Images/2/177.jpg,2,"[[0.7430330514907837, 0.8455804586410522], [0.44354939460754395, 0.7948392629623413], [0.3160725235939026, 0.6135444045066833], [0.31471559405326843, 0.44715774059295654], [0.287027508020401, 0.3190022110939026], [0.6036468148231506, 0.4633710980415344], [0.4496415853500366, 0.2746155858039856], [0.34610989689826965, 0.20831948518753052], [0.26291993260383606, 0.16209620237350464], [0.7191822528839111, 0.4581283628940582], [0.48650699853897095, 0.3023853302001953], [0.2546306252479553, 0.2767102122306824], [0.09880262613296509, 0.2944488227367401], [0.7607991099357605, 0.4735150933265686], [0.5068832635879517, 0.363667368888855], [0.32941558957099915, 0.3922259211540222], [0.2461012601852417, 0.43519318103790283], [0.7646109461784363, 0.4790955185890198], [0.5690311789512634, 0.43524712324142456], [0.433841347694397, 0.47149658203125], [0.37042224407196045, 0.5122784376144409]]"
6,Hand_Images/2/89.jpg,2,"[[0.7410085201263428, 0.875296950340271], [0.8956419229507446, 0.6723860502243042], [0.8044827580451965, 0.5428974032402039], [0.6916620135307312, 0.4558986723423004], [0.6090429425239563, 0.3787635862827301], [0.6326794028282166, 0.5082682371139526], [0.571220338344574, 0.40927475690841675], [0.5726710557937622, 0.3521915078163147], [0.5828027129173279, 0.3051224648952484], [0.536048412322998, 0.5229105353355408], [0.4564029574394226, 0.4050764739513397], [0.4472624659538269, 0.3436371386051178], [0.46053454279899597, 0.29103249311447144], [0.44791826605796814, 0.5416455864906311], [0.3485370874404907, 0.4078134596347809], [0.29000556468963623, 0.3197619915008545], [0.24214404821395874, 0.2468583583831787], [0.373212069272995, 0.5660399198532104], [0.300540030002594, 0.4345007538795471], [0.2610970735549927, 0.3464805483818054], [0.22410333156585693, 0.26356303691864014]]"
7,Hand_Images/2/163.jpg,2,"[[0.7179067134857178, 0.8575512170791626], [0.5101072192192078, 0.7629272937774658], [0.41070374846458435, 0.5900853872299194], [0.3905738592147827, 0.440926194190979], [0.34607386589050293, 0.32261744141578674], [0.6758885383605957, 0.4410986602306366], [0.5318372249603271, 0.2849346399307251], [0.37983620166778564, 0.23155757784843445], [0.25793540477752686, 0.21077537536621094], [0.6788225173950195, 0.4660961627960205], [0.5086798667907715, 0.3210621774196625], [0.2980339825153351, 0.2829543948173523], [0.1462881863117218, 0.2881982922554016], [0.6559335589408875, 0.5004100799560547], [0.5101460218429565, 0.37271761894226074], [0.33111605048179626, 0.36088305711746216], [0.21169134974479675, 0.3738025426864624], [0.6265736222267151, 0.524187445640564], [0.5194405317306519, 0.4550103545188904], [0.40668123960494995, 0.45508846640586853], [0.3324636220932007, 0.4626789689064026]]"
8,Hand_Images/2/76.jpg,2,"[[0.8179610967636108, 0.8717498779296875], [0.9505940675735474, 0.6715610027313232], [0.8917797803878784, 0.5223192572593689], [0.7642993927001953, 0.42499396204948425], [0.6581846475601196, 0.3746981620788574], [0.6828216314315796, 0.4916155934333801], [0.6244802474975586, 0.39299488067626953], [0.6425293684005737, 0.32927459478378296], [0.6757897138595581, 0.2839374840259552], [0.5554868578910828, 0.5071852803230286], [0.4542889893054962, 0.37891116738319397], [0.4269050359725952, 0.30026862025260925], [0.4248133897781372, 0.22742652893066406], [0.45790305733680725, 0.5373374223709106], [0.3138497471809387, 0.4115225076675415], [0.2414812445640564, 0.3217340111732483], [0.19179582595825195, 0.24299025535583496], [0.3792564868927002, 0.588397741317749], [0.22475987672805786, 0.4868742823600769], [0.1284102499485016, 0.4164022207260132], [0.05058985948562622, 0.3502316176891327]]"
9,Hand_Images/2/62.jpg,2,"[[0.8393678665161133, 0.8517768383026123], [0.9260804653167725, 0.6660753488540649], [0.8653787970542908, 0.4992889165878296], [0.728186845779419, 0.38484036922454834], [0.631527304649353, 0.2839111387729645], [0.7212334871292114, 0.45395612716674805], [0.6557714939117432, 0.3449111878871918], [0.6014698147773743, 0.2759036123752594], [0.5530704259872437, 0.22438332438468933], [0.5849076509475708, 0.48408937454223633], [0.49154070019721985, 0.35933780670166016], [0.4155765175819397, 0.2820727527141571], [0.350946843624115, 0.20513427257537842], [0.47472459077835083, 0.53147292137146], [0.31468427181243896, 0.4211333096027374], [0.2144831120967865, 0.3528249263763428], [0.13234129548072815, 0.29176753759384155], [0.37840384244918823, 0.6031309366226196], [0.22485899925231934, 0.540888786315918], [0.11565700173377991, 0.494467556476593], [0.02492290735244751, 0.4488765299320221]]"
10,Hand_Images/2/74.jpg,2,"[[0.8176571726799011, 0.8565052151679993], [0.9419811367988586, 0.668721616268158], [0.8835034966468811, 0.5312623381614685], [0.7830771207809448, 0.4422367513179779], [0.7146472334861755, 0.382525771856308], [0.6912369132041931, 0.4934989809989929], [0.6394656300544739, 0.39611417055130005], [0.6594346165657043, 0.32858923077583313], [0.6916211247444153, 0.2760733664035797], [0.5599061250686646, 0.5061884522438049], [0.46416914463043213, 0.38591498136520386], [0.4317171573638916, 0.30294597148895264], [0.41858547925949097, 0.23132672905921936], [0.452297568321228, 0.535317599773407], [0.31843650341033936, 0.4159248471260071], [0.25391438603401184, 0.3277174234390259], [0.20837998390197754, 0.2503126561641693], [0.3683130145072937, 0.5818662047386169], [0.2247427999973297, 0.4887905716896057], [0.13276061415672302, 0.42169713973999023], [0.058511197566986084, 0.3584705591201782]]"
11,Hand_Images/2/60.jpg,2,"[[0.8264992833137512, 0.8530371189117432], [0.9106497764587402, 0.676922619342804], [0.8644694089889526, 0.5107302665710449], [0.7307454943656921, 0.3921443521976471], [0.6450365781784058, 0.2836400866508484], [0.7303773760795593, 0.4487913250923157], [0.6628556251525879, 0.34193259477615356], [0.5900480151176453, 0.27697208523750305], [0.5230541825294495, 0.2311370074748993], [0.5922787189483643, 0.4807489514350891], [0.4985061287879944, 0.3579549789428711], [0.41649818420410156, 0.28301605582237244], [0.34110352396965027, 0.20713192224502563], [0.4814077317714691, 0.5314217209815979], [0.31483155488967896, 0.42222458124160767], [0.21082699298858643, 0.3575088083744049], [0.1202859878540039, 0.3005370497703552], [0.3842126131057739, 0.6058580279350281], [0.2283492088317871, 0.54575514793396], [0.12281322479248047, 0.5006705522537231], [0.03184151649475098, 0.45548170804977417]]"
12,Hand_Images/2/48.jpg,2,"[[0.747983455657959, 0.8626598119735718], [0.7733813524246216, 0.6717436909675598], [0.7380056977272034, 0.5204683542251587], [0.6263469457626343, 0.41213124990463257], [0.5697618126869202, 0.3207283020019531], [0.7448986172676086, 0.43522417545318604], [0.6013839840888977, 0.32527047395706177], [0.45868995785713196, 0.27734610438346863], [0.34219086170196533, 0.25251883268356323], [0.6206995844841003, 0.494512140750885], [0.5014109015464783, 0.37819230556488037], [0.3801881670951843, 0.3186412453651428], [0.2911488115787506, 0.2668585479259491], [0.5130427479743958, 0.5597871541976929], [0.3598155379295349, 0.4649127721786499], [0.23716291785240173, 0.41372770071029663], [0.14557674527168274, 0.36955416202545166], [0.40620577335357666, 0.6317301392555237], [0.26120567321777344, 0.577902615070343], [0.14475280046463013, 0.5481091737747192], [0.05048304796218872, 0.5125393867492676]]"
13,Hand_Images/2/149.jpg,2,"[[0.7136272192001343, 0.8653901815414429], [0.6766761541366577, 0.6623585820198059], [0.6271897554397583, 0.5008916854858398], [0.5583146810531616, 0.38489407300949097], [0.4873250722885132, 0.2962726652622223], [0.7528347969055176, 0.44272521138191223], [0.6009559631347656, 0.3274295926094055], [0.4321964383125305, 0.2807871997356415], [0.3011479079723358, 0.2652101218700409], [0.6337034106254578, 0.5016714930534363], [0.500425398349762, 0.38251566886901855], [0.3460334837436676, 0.3244755268096924], [0.2417772114276886, 0.2925836443901062], [0.5211471915245056, 0.5555020570755005], [0.40772318840026855, 0.4419293999671936], [0.29992610216140747, 0.3857742249965668], [0.22420567274093628, 0.34481340646743774], [0.4037564694881439, 0.6008131504058838], [0.31231069564819336, 0.5124131441116333], [0.2463882565498352, 0.46103590726852417], [0.20770364999771118, 0.4062833786010742]]"
14,Hand_Images/2/175.jpg,2,"[[0.7608300447463989, 0.8525295257568359], [0.45064955949783325, 0.80063396692276], [0.34085068106651306, 0.6275123357772827], [0.323086142539978, 0.46187880635261536], [0.26699119806289673, 0.3229515552520752], [0.5935017466545105, 0.46049535274505615], [0.44343051314353943, 0.2770816385746002], [0.3322714567184448, 0.20896008610725403], [0.24763914942741394, 0.15620577335357666], [0.7054610848426819, 0.46197962760925293], [0.4722364842891693, 0.303134024143219], [0.2507587671279907, 0.28586554527282715], [0.0971287190914154, 0.30655524134635925], [0.7394636869430542, 0.47824952006340027], [0.5103622078895569, 0.34879356622695923], [0.3178451955318451, 0.358761727809906], [0.20325398445129395, 0.38666582107543945], [0.7411688566207886, 0.4837251603603363], [0.5686444044113159, 0.4213193655014038], [0.4199267029762268, 0.43866997957229614], [0.3339422643184662, 0.46428126096725464]]"
